"","Country","LIFE EXT","MORT RATE","POP TOTAL","POP URBAN","POP 0TO14","POP 15TO65","POP 65UP","POP 80UP","NumBeds","Date","NumConfirmed","NumDeaths"
"1","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/22/20",0,0
"2","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/23/20",0,0
"3","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/24/20",0,0
"4","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/25/20",0,0
"5","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/26/20",0,0
"6","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/27/20",0,0
"7","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/28/20",0,0
"8","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/29/20",0,0
"9","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/30/20",0,0
"10","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"1/31/20",0,0
"11","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/1/20",0,0
"12","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/2/20",0,0
"13","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/3/20",0,0
"14","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/4/20",0,0
"15","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/5/20",0,0
"16","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/6/20",0,0
"17","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/7/20",0,0
"18","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/8/20",0,0
"19","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/9/20",0,0
"20","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/10/20",0,0
"21","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/11/20",0,0
"22","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/12/20",0,0
"23","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/13/20",0,0
"24","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/14/20",0,0
"25","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/15/20",0,0
"26","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/16/20",0,0
"27","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/17/20",0,0
"28","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/18/20",0,0
"29","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/19/20",0,0
"30","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/20/20",0,0
"31","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/21/20",0,0
"32","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/22/20",0,0
"33","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/23/20",0,0
"34","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/24/20",1,0
"35","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/25/20",1,0
"36","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/26/20",1,0
"37","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/27/20",1,0
"38","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/28/20",1,0
"39","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"2/29/20",1,0
"40","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/1/20",1,0
"41","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/2/20",1,0
"42","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/3/20",1,0
"43","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/4/20",1,0
"44","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/5/20",1,0
"45","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/6/20",1,0
"46","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/7/20",1,0
"47","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/8/20",4,0
"48","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/9/20",4,0
"49","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/10/20",5,0
"50","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/11/20",7,0
"51","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/12/20",7,0
"52","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/13/20",7,0
"53","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/14/20",11,0
"54","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/15/20",16,0
"55","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/16/20",21,0
"56","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/17/20",22,0
"57","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/18/20",22,0
"58","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/19/20",22,0
"59","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/20/20",24,0
"60","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/21/20",24,0
"61","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/22/20",40,1
"62","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/23/20",40,1
"63","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/24/20",74,1
"64","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/25/20",84,2
"65","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/26/20",94,4
"66","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/27/20",110,4
"67","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/28/20",110,4
"68","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/29/20",120,4
"69","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/30/20",170,4
"70","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"3/31/20",174,4
"71","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/1/20",237,4
"72","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/2/20",273,6
"73","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/3/20",281,6
"74","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/4/20",299,7
"75","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/5/20",349,7
"76","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/6/20",367,11
"77","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/7/20",423,14
"78","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/8/20",444,14
"79","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/9/20",484,15
"80","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/10/20",521,15
"81","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/11/20",555,18
"82","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/12/20",607,18
"83","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/13/20",665,21
"84","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/14/20",714,23
"85","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/15/20",784,25
"86","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/16/20",840,30
"87","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/17/20",906,30
"88","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/18/20",933,30
"89","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/19/20",996,33
"90","Afghanistan",63.377,455.47,34413603,8535606,15443807,18116800,852996,85552,5,"4/20/20",1026,36
"91","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/22/20",0,0
"92","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/23/20",0,0
"93","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/24/20",0,0
"94","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/25/20",0,0
"95","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/26/20",0,0
"96","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/27/20",0,0
"97","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/28/20",0,0
"98","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/29/20",0,0
"99","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/30/20",0,0
"100","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"1/31/20",0,0
"101","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/1/20",0,0
"102","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/2/20",0,0
"103","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/3/20",0,0
"104","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/4/20",0,0
"105","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/5/20",0,0
"106","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/6/20",0,0
"107","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/7/20",0,0
"108","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/8/20",0,0
"109","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/9/20",0,0
"110","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/10/20",0,0
"111","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/11/20",0,0
"112","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/12/20",0,0
"113","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/13/20",0,0
"114","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/14/20",0,0
"115","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/15/20",0,0
"116","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/16/20",0,0
"117","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/17/20",0,0
"118","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/18/20",0,0
"119","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/19/20",0,0
"120","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/20/20",0,0
"121","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/21/20",0,0
"122","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/22/20",0,0
"123","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/23/20",0,0
"124","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/24/20",0,0
"125","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/25/20",1,0
"126","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/26/20",1,0
"127","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/27/20",1,0
"128","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/28/20",1,0
"129","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"2/29/20",1,0
"130","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/1/20",1,0
"131","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/2/20",3,0
"132","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/3/20",5,0
"133","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/4/20",12,0
"134","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/5/20",12,0
"135","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/6/20",17,0
"136","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/7/20",17,0
"137","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/8/20",19,0
"138","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/9/20",20,0
"139","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/10/20",20,0
"140","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/11/20",20,0
"141","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/12/20",24,1
"142","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/13/20",26,2
"143","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/14/20",37,3
"144","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/15/20",48,4
"145","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/16/20",54,4
"146","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/17/20",60,4
"147","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/18/20",74,7
"148","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/19/20",87,9
"149","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/20/20",90,11
"150","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/21/20",139,15
"151","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/22/20",201,17
"152","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/23/20",230,17
"153","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/24/20",264,19
"154","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/25/20",302,21
"155","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/26/20",367,25
"156","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/27/20",409,26
"157","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/28/20",454,29
"158","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/29/20",511,31
"159","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/30/20",584,35
"160","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"3/31/20",716,44
"161","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/1/20",847,58
"162","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/2/20",986,86
"163","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/3/20",1171,105
"164","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/4/20",1251,130
"165","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/5/20",1320,152
"166","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/6/20",1423,173
"167","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/7/20",1468,193
"168","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/8/20",1572,205
"169","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/9/20",1666,235
"170","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/10/20",1761,256
"171","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/11/20",1825,275
"172","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/12/20",1914,293
"173","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/13/20",1983,313
"174","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/14/20",2070,326
"175","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/15/20",2160,336
"176","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/16/20",2268,348
"177","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/17/20",2418,364
"178","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/18/20",2534,367
"179","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/19/20",2629,375
"180","Algeria",76.09,191.631,39728025,28146511,11404930,25993589,2329506,453741,19,"4/20/20",2718,384
"181","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/22/20",0,0
"182","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/23/20",0,0
"183","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/24/20",0,0
"184","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/25/20",0,0
"185","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/26/20",0,0
"186","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/27/20",0,0
"187","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/28/20",0,0
"188","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/29/20",0,0
"189","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/30/20",0,0
"190","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"1/31/20",0,0
"191","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/1/20",0,0
"192","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/2/20",0,0
"193","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/3/20",0,0
"194","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/4/20",0,0
"195","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/5/20",0,0
"196","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/6/20",0,0
"197","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/7/20",0,0
"198","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/8/20",0,0
"199","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/9/20",0,0
"200","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/10/20",0,0
"201","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/11/20",0,0
"202","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/12/20",0,0
"203","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/13/20",0,0
"204","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/14/20",0,0
"205","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/15/20",0,0
"206","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/16/20",0,0
"207","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/17/20",0,0
"208","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/18/20",0,0
"209","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/19/20",0,0
"210","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/20/20",0,0
"211","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/21/20",0,0
"212","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/22/20",0,0
"213","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/23/20",0,0
"214","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/24/20",0,0
"215","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/25/20",0,0
"216","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/26/20",0,0
"217","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/27/20",0,0
"218","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/28/20",0,0
"219","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"2/29/20",0,0
"220","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/1/20",1,0
"221","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/2/20",1,0
"222","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/3/20",1,0
"223","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/4/20",1,0
"224","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/5/20",1,0
"225","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/6/20",1,0
"226","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/7/20",1,0
"227","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/8/20",1,0
"228","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/9/20",1,0
"229","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/10/20",1,0
"230","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/11/20",1,0
"231","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/12/20",4,0
"232","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/13/20",8,0
"233","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/14/20",18,0
"234","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/15/20",26,0
"235","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/16/20",52,0
"236","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/17/20",78,0
"237","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/18/20",84,0
"238","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/19/20",115,0
"239","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/20/20",136,0
"240","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/21/20",160,0
"241","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/22/20",194,0
"242","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/23/20",235,0
"243","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/24/20",249,0
"244","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/25/20",265,0
"245","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/26/20",290,1
"246","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/27/20",329,1
"247","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/28/20",407,1
"248","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/29/20",424,3
"249","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/30/20",482,3
"250","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"3/31/20",532,3
"251","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/1/20",571,4
"252","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/2/20",663,7
"253","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/3/20",736,7
"254","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/4/20",770,7
"255","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/5/20",822,7
"256","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/6/20",833,8
"257","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/7/20",853,8
"258","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/8/20",881,9
"259","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/9/20",921,10
"260","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/10/20",937,12
"261","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/11/20",967,13
"262","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/12/20",1013,13
"263","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/13/20",1039,14
"264","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/14/20",1067,16
"265","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/15/20",1111,17
"266","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/16/20",1159,18
"267","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/17/20",1201,19
"268","Armenia",74.467,250.975,2925553,1845585,587451,2019878,318224,77292,42,"4/18/20",1248,20
